"NA06985","NA06994","NA07037","NA10847","NA11920","NA11918","NA11931","NA12003","NA12006","NA12287"
"ENSG00000223429",9,4,0,11,28,13,23,3,0,21
"ENSG00000223442",1,0,0,0,0,2,2,0,0,0
"ENSG00000223451",0,2,3,1,4,2,3,3,4,3
"ENSG00000223452",0,1,0,0,0,0,0,1,0,0
"ENSG00000223460",5,5,5,5,114,37,20,176,111,10
"ENSG00000223461",0,0,1,1,0,0,4,0,0,2
"ENSG00000223466",0,0,0,1,0,0,0,0,0,1
"ENSG00000223475",0,0,0,1,0,0,0,0,0,0
"ENSG00000223476",0,0,0,0,0,0,1,0,0,2
"ENSG00000223478",25,12,25,23,19,10,65,30,57,26
"ENSG00000223482",1,0,0,3,3,3,2,2,4,2
"ENSG00000223485",1,0,0,0,0,0,0,0,0,0
"ENSG00000223488",0,0,0,1,0,0,0,0,0,0
"ENSG00000223492",0,0,0,0,0,0,0,1,0,0
"ENSG00000223496",293,204,417,305,142,24,189,201,171,344
"ENSG00000223500",3,2,0,3,0,0,4,1,0,3
"ENSG00000223502",0,1,0,0,0,0,0,0,0,0
"ENSG00000223505",0,0,1,0,0,1,1,0,0,0
"ENSG00000223508",4,1,3,2,0,0,6,0,1,7
"ENSG00000223513",11,8,0,3,2,45,32,13,23,26
"ENSG00000223522",0,0,0,0,4,1,0,0,0,0
"ENSG00000223526",5,6,3,5,5,5,13,3,0,8
"ENSG00000223527",1,0,4,1,0,0,0,0,0,0
"ENSG00000223529",3,0,2,7,2,8,10,3,3,3
"ENSG00000223534",1,0,0,0,0,0,5,1,25,0
"ENSG00000223538",3,2,2,0,0,1,1,0,4,1
"ENSG00000223540",0,1,0,0,0,0,0,2,6,0
"ENSG00000223547",16,16,5,8,8,13,35,19,114,5
"ENSG00000223549",0,0,0,0,0,0,1,0,0,0
"ENSG00000223550",20,19,19,20,12,3,33,12,80,43
"ENSG00000223551",1,2,1,4,0,14,4,1,0,1
"ENSG00000223553",0,0,0,0,0,0,0,4,0,0
"ENSG00000223559",11,10,9,17,84,14,43,14,20,34
"ENSG00000223570",1,0,0,0,0,2,0,0,0,0
"ENSG00000223573",1,0,0,1,0,0,1,6,24,0
"ENSG00000223575",0,0,2,0,0,5,2,2,0,0
"ENSG00000223581",0,0,0,0,0,0,0,0,0,1
"ENSG00000223583",0,0,1,0,0,2,2,0,0,0
"ENSG00000223584",1,0,0,0,0,0,0,0,0,0
"ENSG00000223589",0,0,0,0,0,0,1,1,0,0
"ENSG00000223599",14,11,24,5,7,9,30,13,33,38
"ENSG00000223609",0,0,0,1,1,0,2,0,0,1
"ENSG00000223612",108,78,98,81,129,27,126,226,237,155
"ENSG00000223620",0,0,0,0,0,0,0,4,0,0
"ENSG00000223624",0,0,0,0,0,0,1,0,0,0
"ENSG00000223635",0,0,0,1,0,0,0,0,0,0
"ENSG00000223648",0,0,0,3,0,23,0,1,0,9
"ENSG00000223651",0,0,0,0,0,0,2,3,0,0
"ENSG00000223652",0,0,0,0,0,0,1,0,0,0
"ENSG00000223653",1,0,0,0,0,0,1,0,0,0
"ENSG00000223658",0,0,0,0,1,0,0,0,0,0
"ENSG00000223663",0,0,0,0,0,1,0,0,0,0
"ENSG00000223665",0,0,0,0,0,0,1,0,0,0
"ENSG00000223668",7,1,1,3,0,11,3,3,3,5
"ENSG00000223685",1,0,1,0,0,0,0,0,0,0
"ENSG00000223692",1,0,0,1,0,0,0,2,0,0
"ENSG00000223694",1,1,0,3,3,2,7,0,0,6
"ENSG00000223695",0,0,0,0,0,0,1,0,0,0
"ENSG00000223697",0,0,0,0,0,0,0,1,0,0
"ENSG00000223704",0,0,0,0,0,2,1,0,0,0
"ENSG00000223705",0,0,0,0,0,0,0,0,1,1
"ENSG00000223711",0,0,0,0,1,0,1,0,0,0
"ENSG00000223717",2,1,0,1,0,0,1,8,0,3
"ENSG00000223718",0,0,0,0,0,1,0,2,0,0
"ENSG00000223719",0,1,0,0,0,0,0,0,0,0
"ENSG00000223722",1,0,0,0,0,1,1,0,0,2
"ENSG00000223724",1,0,0,0,5,2,4,6,0,0
"ENSG00000223725",1,0,0,0,1,0,1,0,0,0
"ENSG00000223727",0,0,0,0,0,1,0,0,0,0
"ENSG00000223728",0,1,0,0,0,0,0,0,0,0
"ENSG00000223741",14,5,30,14,25,70,47,15,144,21
"ENSG00000223745",22,10,15,12,21,13,26,24,0,13
"ENSG00000223768",0,1,1,0,1,2,3,3,10,3
"ENSG00000223770",0,0,0,0,0,1,0,0,0,0
"ENSG00000223776",0,1,0,2,2,1,0,0,0,1
"ENSG00000223786",0,0,0,0,0,0,0,0,0,1
"ENSG00000223790",4,2,3,8,23,2,28,3,58,6
"ENSG00000223791",3,1,0,1,9,0,1,0,18,6
"ENSG00000223797",5,1,17,2,3,5,10,5,0,10
"ENSG00000223799",7,3,0,4,11,1,14,2,0,2
"ENSG00000223802",1,0,0,0,0,0,1,0,0,0
"ENSG00000223803",2,4,0,6,12,3,22,5,3,3
"ENSG00000223807",0,1,0,0,0,0,0,0,0,0
"ENSG00000223812",0,0,0,0,0,0,0,1,0,0
"ENSG00000223820",1,5,6,0,2,0,4,0,0,4
"ENSG00000223821",1,1,0,0,0,0,1,0,0,2
"ENSG00000223822",1,1,0,8,1,7,4,1,1,1
"ENSG00000223825",41,17,32,23,77,8,49,23,142,37
"ENSG00000223845",0,0,0,0,0,1,0,0,0,0
"ENSG00000223847",1,0,0,1,4,0,1,2,0,3
"ENSG00000223849",0,0,0,1,0,0,0,0,0,0
"ENSG00000223855",0,0,0,3,0,0,1,0,0,0
"ENSG00000223861",0,0,0,1,0,0,2,0,2,1
"ENSG00000223863",0,0,0,0,0,0,0,5,0,0
"ENSG00000223873",12,12,21,3,2,12,21,6,12,36
"ENSG00000223877",4,0,0,1,0,10,2,1,1,4
"ENSG00000223881",0,0,0,0,1,0,0,2,0,0
"ENSG00000223883",3,0,0,0,0,0,1,0,0,0
"ENSG00000223886",21,23,28,25,34,13,71,45,0,57
"ENSG00000223891",5,4,7,3,1,5,9,11,0,13
"ENSG00000223893",3,4,1,2,0,0,7,5,0,8
"ENSG00000223897",1,0,2,1,0,0,0,0,0,0
"ENSG00000223899",10,9,3,7,23,7,21,15,16,16
"ENSG00000223907",1,0,2,2,1,6,2,1,0,9
"ENSG00000223908",2,0,0,0,2,1,3,1,0,4
"ENSG00000223910",0,0,0,0,0,0,1,0,0,0
"ENSG00000223912",0,0,0,0,0,2,5,0,0,2
"ENSG00000223916",2,0,0,1,1,1,5,2,0,1
"ENSG00000223918",1,0,0,0,0,0,0,0,0,0
"ENSG00000223922",1,0,5,0,0,0,3,0,0,0
"ENSG00000223928",1,1,0,0,3,2,4,2,0,2
"ENSG00000223929",0,0,0,0,0,0,2,0,0,0
"ENSG00000223931",0,0,0,0,1,19,0,0,0,0
"ENSG00000223935",0,1,0,0,0,0,0,0,0,0
"ENSG00000223938",0,0,0,0,0,1,0,0,0,0
"ENSG00000223941",0,2,0,0,1,0,1,0,0,0
"ENSG00000223945",0,1,0,1,0,1,1,0,0,0
"ENSG00000223956",0,0,0,0,0,0,0,0,0,1
"ENSG00000223959",21,10,11,32,8,3,30,26,11,9
"ENSG00000223960",7,12,8,21,37,29,62,56,0,30
"ENSG00000223961",1,0,0,0,0,1,0,0,0,0
"ENSG00000223962",0,0,0,0,0,1,0,0,0,0
"ENSG00000223963",1,0,0,0,0,0,0,0,0,0
"ENSG00000223965",0,0,0,0,0,0,0,2,0,0
"ENSG00000223969",1,1,0,0,2,1,2,0,0,0
"ENSG00000223970",8,4,4,12,10,1,7,11,0,1
"ENSG00000223973",0,0,0,0,0,0,3,0,0,0
"ENSG00000223977",0,1,0,1,2,3,4,3,0,1
"ENSG00000223979",0,2,0,0,0,0,0,0,0,0
"ENSG00000223984",33,21,37,31,196,50,95,48,220,56
"ENSG00000223985",0,0,0,0,0,0,0,1,0,0
"ENSG00000223987",1,0,0,0,0,0,0,0,0,0
"ENSG00000223999",0,0,0,0,0,0,1,0,0,0
"ENSG00000224001",0,0,0,0,0,2,5,1,0,1
"ENSG00000224002",8,8,12,11,30,9,18,23,47,15
"ENSG00000224003",4,2,0,2,1,6,2,0,22,2
"ENSG00000224004",14,6,6,17,41,17,58,9,32,18
"ENSG00000224011",0,0,0,0,0,3,0,1,0,0
"ENSG00000224019",0,0,0,0,0,1,0,0,0,0
"ENSG00000224020",1,1,0,2,3,0,14,0,0,0
"ENSG00000224023",0,0,0,0,1,0,0,0,0,0
"ENSG00000224024",22,6,27,21,19,9,46,6,6,14
"ENSG00000224025",11,6,0,1,4,3,18,6,0,8
"ENSG00000224032",190,127,127,80,97,51,211,133,39,154
"ENSG00000224034",0,1,0,0,0,0,0,0,0,0
"ENSG00000224037",0,0,0,0,0,0,0,0,29,0
"ENSG00000224039",0,0,0,1,0,0,0,0,0,0
"ENSG00000224043",1,1,0,2,2,1,10,6,0,0
"ENSG00000224045",0,0,0,0,0,0,0,0,0,1
"ENSG00000224046",2,1,0,2,1,2,6,2,0,0
"ENSG00000224051",306,215,228,286,414,43,252,335,549,296
"ENSG00000224055",0,1,1,0,0,1,2,0,0,0
"ENSG00000224057",0,2,0,0,0,0,0,2,0,0
"ENSG00000224058",0,0,0,0,0,2,11,3,0,2
"ENSG00000224059",0,0,0,0,0,0,1,0,0,0
"ENSG00000224061",7,1,0,4,1,4,6,0,0,1
"ENSG00000224067",19,14,19,19,21,4,31,41,150,17
"ENSG00000224070",0,0,0,0,0,0,0,0,0,1
"ENSG00000224071",0,0,2,1,0,0,1,3,0,5
"ENSG00000224074",0,0,0,0,0,0,0,1,0,0
"ENSG00000224079",4,0,0,5,2,0,1,1,0,0
"ENSG00000224080",1,0,0,2,0,2,2,0,29,0
"ENSG00000224082",2,5,0,5,3,0,10,2,0,1
"ENSG00000224083",0,0,0,0,2,1,0,0,0,0
"ENSG00000224085",0,0,0,0,0,2,0,0,0,0
"ENSG00000224086",6,2,0,1,1,0,1,1,0,1
"ENSG00000224093",0,0,0,1,0,0,0,0,0,0
"ENSG00000224094",1,1,1,0,1,1,1,0,1,2
"ENSG00000224097",19,16,16,18,53,16,61,17,175,33
"ENSG00000224104",0,0,0,0,0,2,0,0,0,0
"ENSG00000224113",2,1,0,0,3,0,3,0,0,0
"ENSG00000224114",1,1,0,1,0,2,1,0,0,0
"ENSG00000224116",0,0,0,0,0,0,0,1,0,0
"ENSG00000224117",2,3,3,4,15,5,6,5,2,4
"ENSG00000224126",2,1,2,0,1,1,6,1,0,1
"ENSG00000224134",0,1,0,0,2,0,1,0,0,0
"ENSG00000224137",10,13,15,7,30,12,51,2,11,22
"ENSG00000224138",1,0,5,0,0,1,2,0,0,1
"ENSG00000224144",0,0,0,0,0,0,0,1,0,0
"ENSG00000224152",3,4,1,3,6,0,6,6,7,1
"ENSG00000224155",9,8,1,5,9,8,34,25,22,19
"ENSG00000224159",0,0,0,1,0,1,1,0,0,0
"ENSG00000224165",3,2,2,0,2,0,4,4,0,2
"ENSG00000224172",2,2,4,6,5,2,6,8,7,10
"ENSG00000224179",0,1,1,0,0,0,1,1,0,1
"ENSG00000224184",47,29,9,8,24,5,70,24,0,27
"ENSG00000224186",0,0,0,0,1,0,0,0,0,0
"ENSG00000224189",0,0,0,0,1,0,0,2,0,0
"ENSG00000224195",0,0,0,0,0,0,0,0,19,0
"ENSG00000224203",0,0,0,0,0,0,1,0,0,0
"ENSG00000224209",0,0,0,0,1,0,0,0,0,0
"ENSG00000224215",0,0,9,1,0,0,0,0,0,0
"ENSG00000224219",8,3,1,3,3,0,17,5,0,11
"ENSG00000224220",81,59,67,59,41,56,80,63,71,129
"ENSG00000224232",1,0,0,1,1,1,3,3,0,3
"ENSG00000224237",5,2,10,6,1,4,7,4,15,7
"ENSG00000224252",0,0,0,0,0,1,0,0,0,1
"ENSG00000224255",0,0,0,0,0,1,0,0,0,0
"ENSG00000224257",0,0,0,0,0,0,0,2,0,0
"ENSG00000224261",0,0,0,0,0,0,2,0,0,0
"ENSG00000224263",0,0,0,0,0,1,0,0,0,0
"ENSG00000224268",0,0,0,0,1,0,0,0,0,0
"ENSG00000224272",0,0,0,1,2,0,0,0,8,0
"ENSG00000224273",0,0,0,0,1,0,0,0,0,0
"ENSG00000224276",0,0,0,0,0,0,0,1,0,0
"ENSG00000224278",0,1,0,0,0,0,0,1,0,0
"ENSG00000224279",0,0,0,0,0,1,0,0,0,0
"ENSG00000224280",124,126,82,117,206,62,189,337,488,72
"ENSG00000224282",0,0,0,0,0,0,1,0,0,3
"ENSG00000224287",14,3,13,7,32,13,26,6,177,22
"ENSG00000224288",0,0,0,0,0,0,0,0,0,1
"ENSG00000224291",0,1,0,1,0,1,0,0,3,0
"ENSG00000224295",0,3,0,0,0,0,4,1,0,0
"ENSG00000224315",2,0,1,1,0,0,1,0,0,0
"ENSG00000224318",0,0,0,2,0,0,0,0,0,0
"ENSG00000224321",0,1,0,0,0,1,0,0,2,0
"ENSG00000224324",0,1,0,0,0,3,4,0,0,1
"ENSG00000224333",0,0,0,0,0,0,1,0,0,0
"ENSG00000224334",6,14,20,6,7,37,52,13,0,18
"ENSG00000224345",7,4,0,2,1,7,18,8,0,6
"ENSG00000224346",1,0,0,0,0,0,0,0,0,0
"ENSG00000224349",0,0,0,1,0,0,0,0,0,0
"ENSG00000224358",0,2,0,1,3,3,3,1,0,0
"ENSG00000224369",1,0,0,0,4,3,0,0,0,2
"ENSG00000224373",0,106,0,1,0,0,0,0,0,0
"ENSG00000224376",11,9,7,14,32,3,18,28,100,12
"ENSG00000224383",11,6,5,12,7,2,13,5,17,7
"ENSG00000224384",0,3,0,0,0,0,1,1,0,1
"ENSG00000224391",0,0,0,0,0,0,0,0,0,1
"ENSG00000224397",0,0,0,0,0,1,0,0,0,0
"ENSG00000224406",1,0,0,0,0,0,2,3,0,0
"ENSG00000224410",2,4,0,5,1,1,6,1,22,4
"ENSG00000224411",32,24,26,23,73,165,150,25,45,74
"ENSG00000224412",0,0,0,0,1,0,0,0,0,0
"ENSG00000224413",0,0,2,0,0,0,0,0,0,0
"ENSG00000224415",10,9,18,13,4,8,31,7,5,20
"ENSG00000224418",3,0,4,0,4,0,5,1,0,1
"ENSG00000224420",2,1,8,5,2,0,2,7,0,1
"ENSG00000224424",4,6,6,6,15,10,16,15,20,11
"ENSG00000224426",2,2,8,1,4,7,20,4,0,7
"ENSG00000224428",0,0,1,0,1,0,0,1,1,0
"ENSG00000224429",5,1,1,2,4,3,4,3,0,5
"ENSG00000224431",0,0,0,0,0,0,0,1,0,0
"ENSG00000224437",1,7,1,5,0,4,9,2,3,7
"ENSG00000224439",1,0,0,0,1,0,0,0,0,0
"ENSG00000224441",0,0,0,0,0,0,0,1,0,0
"ENSG00000224442",0,0,0,0,0,0,1,1,0,0
"ENSG00000224443",0,0,0,0,1,0,1,0,0,0
"ENSG00000224448",0,0,1,0,0,0,0,0,0,0
"ENSG00000224452",1,0,0,0,0,1,0,0,0,0
"ENSG00000224456",0,0,0,0,0,0,0,1,0,0
"ENSG00000224458",0,0,1,0,0,0,0,0,0,0
"ENSG00000224460",1,0,0,1,1,0,0,2,0,0
"ENSG00000224464",0,0,0,1,0,0,0,0,0,0
"ENSG00000224468",1,0,0,0,0,0,0,0,0,0
"ENSG00000224469",98,84,105,53,88,24,115,73,24,154
"ENSG00000224470",160,112,164,173,222,116,323,213,236,154
"ENSG00000224473",8,9,25,14,35,2,20,31,75,26
"ENSG00000224475",0,0,0,1,1,0,0,1,0,0
"ENSG00000224476",0,0,0,0,0,0,0,1,0,0
"ENSG00000224478",0,0,0,1,0,0,0,0,0,0
"ENSG00000224488",11,9,3,8,3,2,12,13,23,11
"ENSG00000224490",1,0,0,0,0,0,0,0,0,1
"ENSG00000224494",2,0,0,0,0,1,0,0,0,0
"ENSG00000224505",0,0,0,0,0,1,0,0,0,0
"ENSG00000224510",1,0,0,0,2,1,2,0,0,1
"ENSG00000224520",1,0,0,0,0,0,0,0,0,0
"ENSG00000224521",0,1,0,0,0,0,1,0,0,0
"ENSG00000224529",0,0,0,0,3,0,1,0,0,1
"ENSG00000224531",56,26,56,58,66,23,73,41,197,46
"ENSG00000224540",4,2,0,4,6,8,14,5,0,12
"ENSG00000224546",4,10,5,14,24,9,28,7,13,13
"ENSG00000224550",23,13,3,9,4,35,68,6,37,55
"ENSG00000224555",0,0,3,0,1,0,0,0,0,0
"ENSG00000224565",1,8,1,4,12,1,22,3,0,7
"ENSG00000224566",9,11,2,11,18,10,27,26,26,30
"ENSG00000224569",7,6,0,1,18,6,14,8,18,8
"ENSG00000224570",0,0,0,0,4,0,0,0,0,3
"ENSG00000224577",0,0,0,0,0,1,0,0,0,1
"ENSG00000224578",0,0,0,0,0,14,1,1,1,0
"ENSG00000224579",0,0,0,0,0,0,0,0,0,1
"ENSG00000224584",0,0,0,0,0,0,0,1,0,0
"ENSG00000224585",0,0,0,0,1,1,0,0,0,0
"ENSG00000224592",2,0,2,2,1,2,4,1,0,7
"ENSG00000224593",0,0,0,0,1,0,0,0,0,0
"ENSG00000224594",2,0,3,0,0,1,1,2,0,1
"ENSG00000224596",0,1,2,0,0,0,3,3,0,0
"ENSG00000224597",41,33,36,20,36,12,92,51,82,69
"ENSG00000224598",0,3,1,0,0,0,0,0,0,0
"ENSG00000224609",0,0,0,1,0,0,0,0,0,0
"ENSG00000224611",0,0,0,0,0,0,1,2,0,0
"ENSG00000224613",0,0,0,0,0,0,0,0,0,1
"ENSG00000224614",2,2,5,6,3,2,3,5,0,1
"ENSG00000224616",0,1,0,0,0,0,0,0,0,1
"ENSG00000224620",13,3,0,3,2,0,5,8,2,5
"ENSG00000224626",0,0,0,0,0,0,0,1,0,0
"ENSG00000224628",33,35,39,31,75,35,88,44,169,78
"ENSG00000224629",0,0,0,0,0,0,0,0,105,0
"ENSG00000224631",15,14,11,15,5,62,76,12,5,14
"ENSG00000224635",1,0,1,0,0,0,0,0,57,1
"ENSG00000224636",4,1,1,1,1,1,2,0,0,4
"ENSG00000224637",1,1,0,0,0,1,1,0,0,1
"ENSG00000224640",3,6,13,2,1,2,8,10,1,17
"ENSG00000224646",0,0,0,0,0,0,1,0,0,0
"ENSG00000224647",0,0,0,0,0,0,1,0,0,0
"ENSG00000224648",0,1,2,0,1,0,1,0,0,0
"ENSG00000224650",4,0,0,13,0,2,3,2,29,8
"ENSG00000224652",0,0,0,0,0,0,0,3,0,0
"ENSG00000224655",0,0,0,0,0,0,0,4,0,0
"ENSG00000224660",5,5,0,3,1,2,0,2,0,0
"ENSG00000224667",9,7,3,6,0,3,19,0,19,7
"ENSG00000224668",4,9,5,4,8,7,26,6,25,18
"ENSG00000224678",0,0,7,0,0,3,0,0,0,0
"ENSG00000224679",0,0,0,0,0,0,0,1,0,0
"ENSG00000224680",2,5,4,3,5,2,9,0,14,3
"ENSG00000224687",0,0,0,0,0,0,1,0,0,0
"ENSG00000224694",104,108,174,118,141,24,192,124,178,162
"ENSG00000224697",0,0,0,0,0,0,0,1,0,0
"ENSG00000224699",1,0,0,1,1,1,3,0,0,0
"ENSG00000224707",0,0,0,0,0,0,1,0,0,0
"ENSG00000224711",0,0,0,0,0,0,0,0,0,1
"ENSG00000224713",0,0,4,0,0,0,0,0,0,0
"ENSG00000224717",0,0,0,0,0,0,0,2,0,0
"ENSG00000224721",2,3,5,0,0,0,0,0,0,1
"ENSG00000224722",8,19,8,14,96,28,38,54,324,9
"ENSG00000224725",2,1,0,0,2,3,10,0,0,2
"ENSG00000224727",0,0,0,0,3,0,0,0,0,0
"ENSG00000224728",1,2,0,0,0,0,0,1,0,0
"ENSG00000224729",0,0,0,0,0,0,0,1,0,0
"ENSG00000224737",0,0,1,0,0,0,0,0,0,0
"ENSG00000224738",0,2,2,3,2,1,6,5,0,5
"ENSG00000224739",0,1,2,0,0,0,0,0,0,0
"ENSG00000224751",8,8,2,15,26,3,34,20,0,21
"ENSG00000224763",0,1,1,1,0,0,1,2,0,1
"ENSG00000224769",0,0,0,0,2,0,0,0,0,0
"ENSG00000224776",0,0,0,0,0,0,0,0,0,1
"ENSG00000224785",15,15,15,9,26,16,74,51,10,40
"ENSG00000224789",0,0,0,0,0,0,0,1,0,0
"ENSG00000224790",0,1,0,0,0,0,2,0,0,5
"ENSG00000224794",0,0,0,0,0,0,0,3,0,0
"ENSG00000224797",0,0,0,0,0,1,0,0,0,0
"ENSG00000224798",0,0,0,0,0,2,2,3,0,0
"ENSG00000224800",0,0,0,0,0,31,0,0,0,0
"ENSG00000224802",0,0,0,0,1,0,0,0,0,0
"ENSG00000224805",1,0,0,0,0,0,1,0,7,0
"ENSG00000224806",1,3,0,4,10,6,11,11,0,3
"ENSG00000224809",0,0,0,1,1,0,0,0,0,0
"ENSG00000224812",0,0,0,0,0,0,1,0,0,0
"ENSG00000224818",6,3,0,1,1,0,14,0,21,6
"ENSG00000224820",0,0,0,0,0,0,0,0,0,1
"ENSG00000224826",0,3,0,0,1,0,4,1,0,2
"ENSG00000224831",6,10,20,12,4,2,18,10,1,22
"ENSG00000224832",0,0,0,0,0,0,0,1,0,0
"ENSG00000224834",0,0,0,0,0,1,0,0,0,0
"ENSG00000224837",1,0,1,1,1,4,9,1,0,3
"ENSG00000224839",0,0,1,0,0,0,0,0,0,0
"ENSG00000224843",2,0,0,0,1,0,2,4,0,1
"ENSG00000224853",0,0,0,0,0,1,0,0,0,0
"ENSG00000224854",0,0,0,0,0,0,0,0,0,1
"ENSG00000224856",0,0,0,0,0,0,2,0,2,0
"ENSG00000224858",0,0,0,1,0,0,0,0,0,0
"ENSG00000224861",1,0,1,1,0,1,1,5,4,1
"ENSG00000224870",65,40,57,52,68,13,110,72,28,49
"ENSG00000224875",1,1,0,1,1,0,3,4,0,0
"ENSG00000224877",155,110,100,88,72,33,171,62,108,221
"ENSG00000224878",0,1,0,0,2,0,2,2,21,2
"ENSG00000224885",0,0,0,0,1,0,0,0,0,0
"ENSG00000224886",0,0,0,0,0,1,0,1,0,0
"ENSG00000224887",10,7,17,8,32,5,17,17,77,12
"ENSG00000224888",0,0,0,1,0,0,0,0,0,0
"ENSG00000224891",0,0,0,0,0,0,1,0,0,0
"ENSG00000224892",1,0,0,1,3,7,1,1,1,2
"ENSG00000224895",0,0,0,0,0,0,2,0,0,0
"ENSG00000224897",0,1,3,0,0,0,1,3,0,1
"ENSG00000224903",0,0,0,0,1,0,0,0,0,0
"ENSG00000224904",9,18,26,21,13,1,19,25,133,29
"ENSG00000224905",2,1,0,4,2,0,11,7,0,5
"ENSG00000224906",23,24,23,24,18,13,87,30,0,87
"ENSG00000224916",0,0,2,0,1,0,0,0,0,0
"ENSG00000224934",0,0,0,0,0,0,0,0,0,1
"ENSG00000224939",0,0,0,0,2,0,0,0,11,0
"ENSG00000224940",0,0,2,0,0,0,0,0,0,0
"ENSG00000224943",0,0,0,0,0,0,0,0,0,1
"ENSG00000224944",0,0,0,0,0,0,1,0,0,0
"ENSG00000224946",12,1,6,10,16,2,15,15,0,16
"ENSG00000224950",2,1,0,6,6,2,11,0,0,5
"ENSG00000224962",0,0,0,0,0,0,0,0,0,1
"ENSG00000224965",0,0,0,0,1,0,0,0,0,0
"ENSG00000224966",0,0,0,0,0,0,0,0,0,1
"ENSG00000224971",0,0,0,0,1,1,0,0,0,0
"ENSG00000224973",1,0,0,0,1,0,0,0,0,0
"ENSG00000224974",0,0,2,0,0,1,0,0,0,0
"ENSG00000224985",0,0,0,0,1,0,0,0,0,0
"ENSG00000224986",11,10,18,10,81,10,35,33,232,19
"ENSG00000224988",2,0,0,2,1,0,0,0,0,0
"ENSG00000224992",0,0,0,0,4,1,1,2,0,0
"ENSG00000224993",0,0,0,0,0,1,1,1,0,1
"ENSG00000224997",6,1,0,4,0,2,4,4,0,2
"ENSG00000224999",0,0,0,0,0,0,0,0,0,2
"ENSG00000225005",0,2,0,0,0,2,0,0,0,0
"ENSG00000225009",1,0,0,1,9,0,0,5,0,0
"ENSG00000225017",1,3,6,3,7,0,2,2,13,11
"ENSG00000225022",34,37,44,37,27,77,134,40,63,56
"ENSG00000225024",1,0,0,0,1,2,0,0,0,0
"ENSG00000225026",4,7,6,3,15,6,27,14,30,11
"ENSG00000225030",0,0,0,1,1,0,0,0,0,0
"ENSG00000225032",5,0,6,5,0,2,0,1,0,0
"ENSG00000225036",9,7,0,2,14,5,15,5,0,27
"ENSG00000225039",0,1,0,1,1,3,0,3,0,4
"ENSG00000225051",2,0,2,0,3,1,1,0,0,0
"ENSG00000225053",9,19,21,15,26,13,37,15,35,36
"ENSG00000225057",2,2,0,2,4,2,14,0,1,9
"ENSG00000225062",0,0,3,0,2,0,1,0,0,1
"ENSG00000225067",0,0,0,0,0,1,0,0,0,0
"ENSG00000225074",1,0,0,0,0,0,0,0,0,0
"ENSG00000225075",0,0,2,0,0,0,0,0,0,0
"ENSG00000225077",2,0,0,1,1,1,2,4,0,7
"ENSG00000225078",1,2,2,0,0,0,3,3,0,1
"ENSG00000225079",1,0,0,1,0,0,3,0,0,0
"ENSG00000225092",0,1,0,0,1,0,0,0,0,0
"ENSG00000225093",71,56,53,59,23,70,112,57,51,85
"ENSG00000225094",0,0,0,0,0,1,0,0,0,0
"ENSG00000225099",20,11,14,15,13,5,46,6,89,54
"ENSG00000225105",0,0,0,0,0,0,1,0,0,0
"ENSG00000225111",0,0,0,0,0,0,1,0,0,1
"ENSG00000225113",0,0,0,0,0,0,2,0,0,0
"ENSG00000225119",0,0,0,0,0,0,1,0,0,0
"ENSG00000225127",0,0,0,0,0,0,0,0,0,2
"ENSG00000225131",1,2,0,0,0,5,2,0,0,3
"ENSG00000225135",0,0,0,0,0,0,2,1,0,1
"ENSG00000225137",41,39,22,42,65,39,153,56,79,115
"ENSG00000225138",7,7,23,0,5,1,2,11,16,5
"ENSG00000225146",0,0,0,2,0,0,0,0,0,0
"ENSG00000225151",2,0,0,0,0,1,1,0,0,0
"ENSG00000225155",13,11,39,19,12,4,31,5,0,47
"ENSG00000225156",0,0,0,0,0,0,1,0,0,0
"ENSG00000225159",0,1,0,0,1,0,0,1,1,0
"ENSG00000225163",0,1,0,2,1,0,1,0,0,1
"ENSG00000225165",5,3,0,1,3,2,17,1,7,5
"ENSG00000225169",5,2,4,4,0,1,3,0,0,1
"ENSG00000225177",3,0,3,0,0,0,0,0,0,0
"ENSG00000225178",0,0,0,0,0,0,1,0,0,2
"ENSG00000225180",0,0,2,0,0,0,0,0,0,0
"ENSG00000225183",0,0,0,0,0,1,0,0,0,0
"ENSG00000225187",0,0,4,0,0,0,0,0,0,0
"ENSG00000225190",0,0,0,0,0,0,1,0,0,0
"ENSG00000225191",2,0,1,0,0,1,2,0,0,0
"ENSG00000225192",0,0,0,0,0,0,0,0,0,1
"ENSG00000225193",2,0,0,0,0,30,2,0,0,0
"ENSG00000225200",0,1,2,4,1,5,2,2,1,5
"ENSG00000225205",9,14,14,6,8,4,9,15,29,20
"ENSG00000225215",1,1,1,2,0,1,0,0,0,0
"ENSG00000225217",0,2,2,0,1,0,3,0,0,0
"ENSG00000225218",0,0,0,0,0,0,1,0,0,0
"ENSG00000225224",1,0,0,1,0,1,0,0,0,0
"ENSG00000225225",1,1,0,1,4,1,0,0,0,2
"ENSG00000225230",0,0,0,0,0,0,1,0,0,1
"ENSG00000225234",0,0,7,1,0,0,1,2,0,1
"ENSG00000225236",6,3,5,3,13,5,22,9,31,7
"ENSG00000225241",2,4,1,3,2,0,2,5,1,4
"ENSG00000225246",5,2,7,5,3,5,3,1,2,2
"ENSG00000225251",1,0,0,1,0,1,1,0,0,1
"ENSG00000225253",0,1,0,0,0,1,6,0,0,0
"ENSG00000225254",6,3,0,2,6,3,18,13,68,8
